Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Ground_truth,Name,Predicted
100,0,100,0,FALSE,0,43cfb0a439705ab2bd7c46b39a7265ff0a14f7bd710b3e1432a9bdc4c1736c49,1
12,7,0,5,FALSE,0,48693927ca69d34ee2127d8f22f85037cba703ac6bca49ba0704956f9dc8b57a,0
2,2,0,0,TRUE,0,4cae449450c07b7aa74314173c7b00d409eabfe22b86859f3b3acedd66010458,0
12,8,0,4,FALSE,0,4e6c191325b37da546e72f4a7334d820995d744bf7bb1a03605adb3ad30ce9ca,0
100,0,100,0,FALSE,0,501487b025f25ddf1ca32deb57a2b4db43ccf6635c1edc74b9cff54ce0e5bcfe,1
5,4,0,1,TRUE,0,515bd71a8b3c2bce7b40b89ddfe2e94d332b0779d569c58117f8dcdcb8a91ed9,0
33,19,1,13,FALSE,0,52612bceee07152f2e2e6699b3c085149e11979f34fe248bda14e03a0d950e85,0
13,8,0,5,TRUE,0,53949ef3e26fbae3d1db568a0857849d466a39bb3dc51c9a62c2bcb735163f80,0
51,34,0,17,FALSE,0,574b7439b7469ed10331f4f383da0631a78c71b388eab0db1399d8606108b0ea,0
3,3,0,0,TRUE,0,6704bdd23f15685f68de5c7aed1b9919fb4e7e29296c93f7294468892c771357,0
4,4,0,0,TRUE,0,69775389eb0207fec3a3f5649a0ad9315856c810f595c086ac49d68cdbc1d136,0
24,13,1,10,TRUE,0,6c75998580fb05c01b10f4703299ffd782bec55c8765c030b8a4760fff6045fe,0
36,33,0,3,TRUE,0,704f1655ce9127d7aab6d82660b48a127b5f00cadd7282acb03c440f21dae5e2,0
13,8,0,5,TRUE,0,7e0ff0959bbc5565a8b83d46c9f4ac762007703cede8ee668b75af896754c569,0
51,34,0,17,FALSE,0,7f6dd0ca03f04b64024e86a72a6d7cfab6abccc2173b85896fc4b431990a5984,0
4,3,0,1,TRUE,0,8203c2f00ecd3ae960cb3247a7d7bfb35e55c38939607c85dbdb5c92f0495fa9,0
50,33,1,16,FALSE,0,8c1a72991fb04dc3a8cf89605fb85150ef0e742472a0c58b8fa942a1f04877b0,0
100,0,100,0,FALSE,0,8d2b2a942c9e646a5f388837137a650716e11d95730db7dfeae26ab46778ba99,1
12,8,0,4,FALSE,0,8fb3250d69b1258fb68f0226170f67b94c79b7d89da0f84c4ade2cb434fa9bd9,0
50,30,1,19,FALSE,0,903c04976fa6e6721c596354f383a4d4272c6730b29eee00b0ec599265963e74,0
33,19,1,13,FALSE,0,9107be160f7b639d68fe3670de58ed254d81de6aec9a41ad58d91aa814a247ff,0
28,27,0,1,TRUE,0,92c50cd253de42823a2e1a59f2551aa315ceb12b8f741820bdbc14b5ebe1dfb9,0
13,8,0,5,TRUE,0,9a4e4211f7e690ee4a520c491ef7766dcf1cc9859afa991e15538e92b435f3a1,0
4,4,0,0,TRUE,0,9bdd7f965d1c67396afb0a84c78b4d12118ff377db7efdca4a1340933120f376,0
36,33,0,3,TRUE,0,9cee5522a7ca2bfca7cd3d9daba23e9a30deb6205f56c12045839075f7627297,0
1,1,0,0,TRUE,0,9E87F069DE22CEAC029A4AC56E6305D2DF54227E6B0F0B3ECAD52A01FBADE021,0
6,4,0,2,TRUE,0,a9643eb83d509ad4eac20a2a89d8571f8d781979ad078e89f5b75b4bcb16f65e,0
9,4,0,5,FALSE,0,af55838bb4e636ec9c0f917a025db5e9e5c00f823f5dfadbd61c0198eb946b1a,0
100,0,100,0,FALSE,0,af69df79d359c594030d8deab5e6aaeaf24a231b29e186d087e470056d5f99da,1
51,34,0,17,FALSE,0,af6b0540ee62ad8a38022308b28fe2125defe3cc74b2dd41249ede878fc3fa3c,0
100,0,100,0,FALSE,0,af76c4a4ea076f462b5441ac3ddda04f64236d46487b49bebb89da4b39c17324,1
5,4,0,1,TRUE,0,af7d13056153ac370daf02b407faf17fe043591f4cf4cf763fa8279ca7400f93,0
13,8,0,5,TRUE,0,af8d42ba95bc866bb143e78e3ba053d9f4d85e7bc5e95b937fca39211924ad32,0
14,9,0,5,FALSE,0,afaee20e686bb2bcbabbac93fee97a3a263110e3759567bb02c6bf5bff328a8e,0
50,33,1,16,FALSE,0,afccd53a3767cad0641815321bb6bb16d0a939bce8e60e51693f90b07070b38b,0
51,34,0,17,FALSE,0,afe57b8d45ab07388514cddbfc06a2367f2bf3a8698f4bb7962ee5f6b4713a24,0
100,0,100,0,FALSE,0,afffa6db4c87a2c5507350987f736c8aec9c63ed1745d97f9797d4a26f7fe9ca,1
9,4,0,5,FALSE,0,b04c8ad545f97978956d14f01de3708f3513d078a66b72e92696a54b7532a3df,0
51,34,0,17,FALSE,0,b06c7b9d15db80fbf45599aad1710a58429d74c91de789669956b823f83af50b,0
33,19,1,13,FALSE,0,b08c0ee892ea191cb035a6ea195fd5c8829cfb93f3cc35422d4eb350f5701700,0
28,27,0,1,TRUE,0,b09b26424ff58101eb10ada6d8465d10c20b2e4c750b3aadaa9668a47377edfc,0
3,2,0,1,TRUE,0,b09cef7d990ff9f40c319d1eea7f1634d5471198158e75f5b45340a05cdda9c1,0
5,2,0,3,TRUE,0,b0acef906dddfb28a38dd5fb8d0bef9278cfd7c7ce541e596a2d42c9981fdd5d,0
27,19,0,8,TRUE,0,b0b56543384940405e67336dfbf93c789864b1d4d0053692b0b634991efe9ace,0
13,9,0,4,FALSE,0,b120edc53a33448344749ae1e2abd9cab75fdad334ce6b3ecab77a8e675ed400,0
4,3,0,1,TRUE,0,b125c744ff917a71e8ff136e016c11ec282e8550208bd0f7edc4b8a2838e70d7,0
13,8,0,5,TRUE,0,b12da45793c46c024d7e3ac0623b3632249eeeaab8ef1d161000a68bc93224cc,0
9,4,0,5,FALSE,0,b13a77517fbf3a9bca47c47373a61fc0259d25e92d3bb512220d1d0735f3a221,0
6,4,0,2,TRUE,0,b13fbceee477d5a093cfd3e3d230f3fdd69feead99c0eae91fcbe40e0a5b8881,0
50,30,1,19,FALSE,0,b1b239612f027cf2d7a98fa45491422a3829f5684de4fb9e8abed9efb2159e4e,0
41,21,2,18,TRUE,0,b1b6180bc13289f536520cb70391fc7c50fe1797f02efc0bb5692b621bbf6cf4,0
100,0,100,0,FALSE,0,b1d2833cb1560257245f0ce905c0bdb147b0662b998aaa00562cc4b1fcc89ae8,1
3,3,0,0,TRUE,0,b1e4e0d9e33b9936c1992877858793e841c6dfc7e9d36d3e484e3b5069ffd611,0
48,35,0,13,TRUE,0,b1e61a0829bcc94eafc1523c928909eac72327d57a7097e30aeacb5c1332fc32,0
14,9,0,5,TRUE,0,b1ee7ee6cd343e219f22f4541aa19ab745571a1802252ff871d20f22c1a1e702,0
13,8,0,5,TRUE,0,b23bbad276d48f77efd968537d68dd6a228fc4d7c48ddea21a751c0358c1ef71,0
34,24,0,10,FALSE,0,b24f05a576b4a18d1ca0d5ddf846af0fb00e448acc9b45adf28d9cbfabc1d12e,0
27,19,0,8,TRUE,0,b25cd27a30729d8373a9d359b3a059e7a670428b7c4f37a1421fa8fef0ae48e9,0
18,16,0,2,TRUE,0,b2c2a04fd633d72561b65f127e0e4738a8ce3569c23b57a8e73a58103b52b124,0
27,19,0,8,TRUE,0,b2c86acc7fcd61d67d231ade3d13426bfd3b5dce13e642a046f7df730b14cd58,0
14,9,0,5,FALSE,0,b2db162c51aa7bf578524a22517dc29e3efeff86a44b1c609f679f4a4134519d,0
9,4,0,5,FALSE,0,b2e3ce1ceb4615684bded72d02fce64ffced2dd5e3fb70faefa3467f80f25669,0
3,3,0,0,TRUE,0,b2e7a263f03af3e7db862f349383b249570ccb85f344bea02f9ee9a4932daf6d,0
5,2,0,3,TRUE,0,b301c06c751bffd3150c1c1ce6173d2dc33ee8337502354362091dd5663b5882,0
2,2,0,0,TRUE,0,b324f70666dcb49b6767ddd79e3e6045506ab95afa52fcb09052088830988fb1,0
4,4,0,0,TRUE,0,b32d332eeb86a8cc966f64f967982244240732589af4abd7c2505b6cfddf71da,0
34,24,0,10,FALSE,0,b34e3ba77a1c8829537050105f095b4a5d9b57eec4ce7af1f42842296034029d,0
13,8,0,5,TRUE,0,b35d2e7415703ee088a3e47f623eebd56d591261f05363d31d1d9dbd4771473f,0
3,3,0,0,TRUE,0,b3a7c0150c39dc1962c5f5a39e664da97d980c353a71f12a7c069c6a6a50dc0e,0
13,9,0,4,FALSE,0,b3d25ce19f5feb4b8c56c7adb5a6bf11a9dd94c82ab7b45567b41cb29bd2221b,0
39,12,0,27,FALSE,0,b3d71d5178696d4a14bbeabf5b72b8b9af7c7e3bbd62a3abcf6dc276451d76ef,0
14,10,1,3,TRUE,0,b3ebc327773f5f846deeb1255475644a630c4d0d3b4eda3bbf995a36599c07cf,0
34,24,0,10,FALSE,0,b420e522ec1ee85b677b5ca069ff402712be10c565f7e88a6b6a514d82f58b8b,0
24,13,1,10,TRUE,0,b46db5d12c273bdd09a1532494b35ccc84e9e5a14dd7f95cce2442c34cd26265,0
5,2,0,3,TRUE,0,b4c9cffe8c020c62d1281b2200edc743debb1b61257b64ee4f9bff631d7a5140,0
100,0,100,0,FALSE,0,b4d07bb3cf31f4af74721ede31e67462a628d534d3e36fdcc0a4dbc4d83d7da3,1
3,3,0,0,TRUE,0,b4e2e50f109972ff27f4c137575ebb5ebbd2eca24c2925da5a8b02e8e67d12be,0
100,0,100,0,FALSE,0,b4f11182ebd9524c0b659a012608d460128542e772cc757b040d24333aaf300b,1
13,8,0,5,TRUE,0,b51a67b54f7a67e2bcf1420bd4a6006ecb32103af9654954d5f6b0ddd45108dd,0
14,9,0,5,FALSE,0,b58fa8af29dcaa43fe6c6ee73106e111bcce2f72293ee1193b4fd2f326b91350,0
13,8,0,5,TRUE,0,b5a56f5b98a9a6c73050f3c6340892fa6b4894ac81eb152f18f364ee43ef0e08,0
39,12,0,27,FALSE,0,b60e913a4c3427788edd9985bcf31b7f87e581428cdbdc9eedba9f86637ea48a,0
51,34,0,17,FALSE,0,b64b5dffc4bc5bcc452db27de8fdf50d14fee07dd8d6d68a859f6e4ac9355c80,0
28,27,0,1,TRUE,0,b68cb414065fc36c45cbf2c653c49ac4f991992d54a8d0f203f3bd3a1dea486e,0
4,3,0,1,TRUE,0,b68e7ffc925e9f67117f65d97e417745cc0acc7bfe9034a1ef7a181c69292c18,0
5,4,0,1,TRUE,0,b6a6aaf809e0c9aa1a5cf1526091cadeb542c12af550f5775e9e62357911e11a,0
18,16,0,2,TRUE,0,b6bc700276bcbf659fc3dc22fb489f1a652f99909ed222358afc4b94a81e3bb4,0
4,3,0,1,TRUE,0,b6da369c254a99cfd4b5630428ece6d385128f020439d9567e4fdaaddc9c2fe6,0
100,0,100,0,FALSE,0,b6f5525585f77e3beedf825eac51bd14c4683b91bf4fa5c7f75dd53d214ff369,1
28,27,0,1,TRUE,0,b72c7c7856093f54e9e444f383b47c57ca9c41c1e3044c03b0d1d314ac22f715,0
3,3,0,0,TRUE,0,b7aa72bcbb2fef225af83222482c37ab9fd16fbbfdc1087184991017e4bca9e6,0
12,7,0,5,FALSE,0,b7b598066829001247224efcf7e4056d07001cbfa3d95cde8c441694e1a670cb,0
9,4,0,5,FALSE,0,b7ba2c72a41e4ba3db0b4dbf785cc5a2d57cf2cc8dc5d5006b0bdc300b7c60e3,0
13,9,0,4,FALSE,0,b7f7bedd8fc6cb545c893f897cc0841f7758ce4661c20b63b2990c9c899ea0bd,0
5,4,0,1,TRUE,0,b7fbc99a12153ffd2a3636716191828c2f6ad0b75042d447860ac42c00c09155,0
100,0,100,0,FALSE,0,b83fd67af67fdc528cce090cdbdb2d867763391d3243e5acde6bad66a1dfa539,1
14,9,0,5,TRUE,0,b84be09db2802db69f9805fa4f111b66ca7acc6b400392e6cc34148f297737bb,0
14,9,0,5,FALSE,0,b85d898ee9e09710c36b51859b89d747a5ca8d99b39c2ba6f3edc68e6078528e,0
6,4,0,2,TRUE,0,b8ca1c729013186dfd6a07afcc82afd96bb27dd2e181f49d6e6554e5c61f1b74,0
100,0,100,0,FALSE,0,b8ce2ce452a144fd8a8508461abfd20b7ccfab69389398b30f31163bfc831752,1
1,1,0,0,TRUE,0,b8d276777071c9e1b8fc37d9be2b12feea78383a52975e162d36417924e9ce49,0
100,0,100,0,FALSE,0,b8dbd5034d2d2c5b7504822dc24607c66f5b1e925e3599b584ebf86f2d4e4703,1
50,30,1,19,FALSE,0,b8e50cef52e1554df2da17e46d7996455ebe6e0bdcc9c623fe17fa21a86225cd,0
9,4,0,5,FALSE,0,b8fa56efe3ed38b06258f2b2d032565575fc91079df2141ed4d800ba988b4504,0
100,0,100,0,FALSE,0,b91ade1ab758da0e34bf5990ca27cc2516a6c979f0217be95d34f279023e4768,1
100,0,100,0,FALSE,0,b97a38b62274c928aad0d2add69aad9b91ecbb685a1dff298eee906871da226d,1
14,10,1,3,TRUE,0,b9b224b57eb8f95b2389085292ccb02887bee43a5d4e4501332f30cee58718fe,0
100,0,100,0,FALSE,0,b9f4f6c5da28708ab74b4e0623fcb1bc0c707547360a2bb19d72b2dfcf274096,1
100,0,100,0,FALSE,0,c0eae7e6c385001415c0f3438fef869d708f1163ba58c7f162990bb0ba5df86c,1
100,0,100,0,FALSE,0,d3e4e4e5123c9c8fbc81596aa469cf241bf2e7d16393d6094643b67c492b68cf,1
33,19,1,13,FALSE,0,d3f8de3bcecb36f13f6147c01e31ad0584af7b466bae30ddc91e018800f2e4ce,0
100,0,100,0,FALSE,0,d4a2e1ec653e219e2392d1a70cc6f87e03aa530d8469b823d5360044e95e9d7e,1
28,27,0,1,TRUE,0,d4dc45bd8f30ba4f603a4588592c044fb4e2cf1fe52b31c164859012dfbdf847,0
34,24,0,10,FALSE,0,d4defdb9403142c1d4c14b9d0e393d6ca8b342047dbf5654c2711b4bd61e5674,0
1,1,0,0,TRUE,0,d5a2b5f12e31f7f3fa5add5169024dc390c62033aaf858a59a9af22ff99b327b,0
4,3,0,1,TRUE,0,d5c10abce3b7ff3f626ca6c8caa2080461d254351c65d67ef00aa045eec30fc4,0
100,0,100,0,FALSE,0,d5c83f140c550810c82bb45e05674a8db31c78bf4ca768c299f5c2f8a3163e7a,1
100,0,100,0,FALSE,0,d5d5696745f33be7bb9b4a344a81c9635753b259aa86f8dd9e7c2dafc9e6b5b6,1
48,35,0,13,TRUE,0,d5d58d6b166d602aae64123743f72c7c797f6190ab95093223c2ae33d0381291,0
39,12,0,27,FALSE,0,d5e88fa4a0a896c8704cdcb3fca225028200a7ba46545c862d762b8609bab036,0
9,4,0,5,FALSE,0,d5fea23badc75de93f78bbb0c9f376d6ed997b474b7c36d062838eaa1a055e0f,0
100,0,100,0,FALSE,1,10cfee2da8c02724184a60a0bf386df8ac988ca498dd39a64cdca65a58dd320a,1
100,0,100,0,FALSE,1,10ddc91db7463138fee1d01c97d4b540168557dad58e2dfee8cb1393497bde3a,1
100,0,100,0,FALSE,1,10feeb1b0fde32e0d3699bb8bb8558fafb03da45b7d204dd5b7200439a39cf2f,1
100,0,100,0,FALSE,1,11a1f22cc5614d2f8c58e698da5616f94805b5f9a4cd24d5433ea3d9aa3cfe02,1
37,3,2,32,FALSE,1,14e64436677fdd74a0e1923f7b2a10d191620e16f1fa6069805ab034b8ff09df,0
100,0,100,0,FALSE,1,17bbf89e686da7e0ec6afc47109a3288691fe8bf47651eae561450a652ef6c2e,1
100,0,100,0,FALSE,1,17e88c51e6086df7eb89a14584d0e21120442f30764e61080549bd281286f42b,1
100,0,100,0,FALSE,1,17e977e2f4d8f9a3de8e01eaa1c82ccca63789cacc135859f665046a4a990dc8,1
100,0,100,0,FALSE,1,18ef1715677de1aee41945784481cbcaa16c4e99753340b8844d2f9ad4c60b36,1
35,2,1,32,FALSE,1,19d36aabe344cae70a3658db4752c0c604d226b69fabf6cd07fe467884fccf84,1
100,0,100,0,FALSE,1,19d4bf06db1d8e6eddf17deb439534bdd04f32a4d0bbd66758bfbb851687a992,1
100,0,100,0,FALSE,1,19d574967f0d5612621810f928d27fd1218f8286c401901ec5c7fef75284f2b9,1
100,0,100,0,FALSE,1,20a80b9d290223a304c752287ea4ac7371f928c4455fcb29bf5224f1096f8530,1
100,0,100,0,FALSE,1,20d29a34b44fb9ea9a82e60a4b4118cf541eb86f04f69309ef6bf67c42f2272d,1
100,0,100,0,FALSE,1,20e3dc90a3e83b6202e2a7f4603b60e5e859639cb68693426c400b13aaeabd78,1
100,0,100,0,FALSE,1,21a5414969559912f303002b46fc33297ff47be9659162990057fbba720c25b0,1
11,0,1,10,FALSE,1,21e5b7204197f05f1ba6dbb2698521d89d8ddab40a219d9ebaf8c5918db40f8d,1
100,0,100,0,FALSE,1,21e796161a49b6dcdabb5e86906d69eb34f61bcb43e9722e815b3c491be43840,1
100,0,100,0,FALSE,1,22db23e22f47c6ecae717888a7a32f80883daad29989e599401ab022f95a3ed4,1
100,0,100,0,FALSE,1,22ddabf71254d873f6aef02b12e5c4923bbafe67a9c7e2f394fcf863813230be,1
2,0,0,2,FALSE,1,23e307174ac5c0ecf419b1a727ad499e1d939a8d2142d1245b7a61e70242ec6e,1
100,0,100,0,FALSE,1,24a6678b15c92e069a575dc2c584e2665cb98867b9e6823dff288a47644d1fb5,1
100,0,100,0,FALSE,1,26f2e577524304ed552d8665b44963eae8453a962de1a9cc093a16e84ed2a527,1
100,0,100,0,FALSE,1,26fa2a7473445e296ebb56322d8ea2f5653eb9050b058032b9dc5cd33a690d13,1
100,0,100,0,FALSE,1,27f1277673d83f49d757265db319753cb6c2b497df3b9f4007ff81bd56cc930b,1
100,0,100,0,FALSE,1,29ae907901b116a8d656672706e9f3f9467c84c914c47a65176c6a2e9a428ffe,1
100,0,100,0,FALSE,1,29b946238beb2a8c557a8a883b6666f3fe7314254fe61e067037d650fad88a3d,1
100,0,100,0,FALSE,1,29f465a5a8a791d2aba88de33e84e74b7fd8c47c753747ca7b45b24d7121a9e6,1
100,0,100,0,FALSE,1,30cf13377fc9fa9252c194acfbf7e9458f4625f4754da5ccb625f98de62b6782,1
100,0,100,0,FALSE,1,30e76f37938413ff5ffcd80ec35bc4ca353a64a5aa3a197a00cc23eb11ad8f8b,1
100,0,100,0,FALSE,1,30fa3790d2049953b8063d77689133c712e58df4cc4f9cbbbddaa96bf79941ee,1
100,0,100,0,FALSE,1,31a079b5bdd155cb58860afa1e068f8564d7a4a9492aab347e35a724db1849e9,1
100,0,100,0,FALSE,1,31aaba443b9869e6e68c17125f8d7989cbd762fb38ae3a10e58f4759548a7745,1
100,0,100,0,FALSE,1,32b52e6d9366292f8664518b887d37b551d9fc911689e5c0e89d33a69f526e5d,1
100,0,100,0,FALSE,1,33a5b015af1ecd057057eada64b2f8fe3633b467bd43454f5278f76b94cd09ab,1
100,0,100,0,FALSE,1,33aaf68843e2936dfd3665e5cdb76a3d5372fff42fe66f4f2b35886066a0380e,1
100,0,100,0,FALSE,1,34e718e7c5644f147bec3af69f9fa789be1220e56a7bf827bf1c11afc9c3b0d0,1
100,0,100,0,FALSE,1,35a2d73b7a196673c4056e18c44729cf65806f55763aa6c026776f77509b3344,1
100,0,100,0,FALSE,1,37ad74048035735bda661eec2bf47e117c9819698c73546f4ab4eae78fe660ac,1
100,0,100,0,FALSE,1,37df0036b3a3d49c4d2d717ae8cff0576811b9a2726fa3b044af5934a48f48f9,1
100,0,100,0,FALSE,1,37df607966b7219faf58bb94e931b455b27e86c52c54878307c9a4c564067cf4,1
11,0,1,10,FALSE,1,39bbaf0755a1f571d03a1e77a578f59bc5a11635270ad758757abbe55bad8e30,1
100,0,100,0,FALSE,1,40f0b1743dd050949c942debbbaf87b3a070ab87d792550bf9320032ba214fbe,1
100,0,100,0,FALSE,1,41fc284f5c860580dd5fa32de705b66be97cb01c77c9d0aea3acbe38a5f8aa96,1
100,0,100,0,FALSE,1,42ad5682ca815e21b8c44e3863b202e47ad3bcda209c0bc8484922d6dbdf31d5,1
100,0,100,0,FALSE,1,42f9e10113f04d60ab45760862f8c371e9d1a3f5f6f3d9457ed5d1f299bc0a38,1
100,0,100,0,FALSE,1,42fd07c963c0e20be60de897497fb7783eb25f09480d9a03ea3d462182b08a74,1
100,0,100,0,FALSE,1,43b1d7cb1a978bd95a2c7e024401e960447883f6033e48bc4c1217dc9ba924cf,1
100,0,100,0,FALSE,1,44b6a440aa28893b3a9d20a9d3b729a3da38e27934db839b7b427331f814319d,1
2,0,0,2,FALSE,1,44c53c1111a6cd1c02567d9afa2465ba6eb3c01ed485663586af1d442f77d493,1
100,0,100,0,FALSE,1,44def887eaf39b6e4a76daa8c59ecb34baa30035825cf5737690d8fc8379ec94,1
100,0,100,0,FALSE,1,44f4cc87b43e3add1d1b9b75f1e4e3b5b0db549349c0f554ff28eaa0312c96ab,1
100,0,100,0,FALSE,1,45d82ff82b57f8403e6d0167f2e8c91f682f43dead77b74870a01a56a78a0652,1
100,0,100,0,FALSE,1,45de04fff6b76075a2bf0c2354e4d8951b390cbe72d0e5c53b162228d6489b9a,1
100,0,100,0,FALSE,1,46c629e4918166b75671f1fa6a6f467bd1948abbf0e9e4ea30f5d0e5fdfd84f4,1
100,0,100,0,FALSE,1,47ae084ef854a1c6664595f4369b15d386c95219f850584f2ae9e65b41c6441f,1
100,0,100,0,FALSE,1,47b3c091ff42a93e913d777f5db830f9ccc2d150ce610d4d7e74c8c0f7510167,1
11,0,1,10,FALSE,1,47f2e16177373b0f0fc9ea80f468030c39808d1a8c72271f71a7358a4a1bc0e5,1
100,0,100,0,FALSE,1,48a9a72aa60171651952026dbc5cfd00a1c1c203077d3886235ae9bca511a103,1
100,0,100,0,FALSE,1,48bb6fd2791074d268a49c4d74c979defd436d9f6d50befe1fba6e5ff4504888,1
100,0,100,0,FALSE,1,48f477c0e4bbd9090ccc351302523fc8db1d9a94ecea1a7d90059e01757dc8a9,1
100,0,100,0,FALSE,1,49a7b41b6e7c4fe1fc05b022ff16e01d6e1cc88d855b70871213d7bf30c41023,1
100,0,100,0,FALSE,1,49faf4c5558260bd21805db8edb29d3a1a5395a9ce5f93edd73d1eb87f360317,1
100,0,100,0,FALSE,1,50e2677453fb89b7ba30c1e93a8bde682d4cd2ea37cfc3a8652b5adfead9e573,1
100,0,100,0,FALSE,1,50fd4a601f5165a93a50bdef41f255f7d4242c31c4413095e9d294f7029c1b3e,1
100,0,100,0,FALSE,1,51bd880654939f595158f3da086ce3b4e10bca532fda5b3c03033ac55e672ae7,1
100,0,100,0,FALSE,1,51ee81dbc0add93b11aa0d4ad02308243c1c194b4bed94722cb18bcf8f2836cf,1
100,0,100,0,FALSE,1,52def964142be6891054d2f95256a3b05d66887964fcd66b34abfe32477e8965,1
100,0,100,0,FALSE,1,52e5ccee227c8383423207f90090c8583d2cf019e761982320cc80daf84d9d06,1
100,0,100,0,FALSE,1,52fd1baa60c9e16af74b9e71800d763eea08fd6f84a2b609f6abc4838bccf20e,1
2,0,0,2,FALSE,1,53b9f1204f512237fc0b8969ae2c98d1ed3d904e4acc2d096a2e3d9f6577fbe7,1
100,0,100,0,FALSE,1,53bd916199723025efd5ec37ae18aab1d1e519ea93e135b38e2b70cc4abf1bf6,1
100,0,100,0,FALSE,1,54b700b40965e1ca937bba16365fc3a52a6de8eff1bd8c11a65bd42aa3ace1cc,1
100,0,100,0,FALSE,1,54e26855769ea12c6fc9d4d3ea5c8e8a09cc4ea3a11865adba124f6d77d48de5,1
100,0,100,0,FALSE,1,54e561415b0867b7cce3df578d76b77a9267a8aa3ddb89862a3ad493fb13aac0,1
100,0,100,0,FALSE,1,6e4849e0d92ae82380bf4bb6773a1ff27863038838a021ccade723e2adab5d73,1
100,0,100,0,FALSE,1,8b42292720589ce90e3d4b6d2eed1dab9f8f46827bf424975901902ccb6441ad,1
100,0,100,0,FALSE,1,8baaee3f0699d15a860e283880baebca72912df873c5b00fdf4d55c84ad06de7,1
100,0,100,0,FALSE,1,8bc26373fc7a9bbdd4bcab1227d76970d25c070589dd24415c3c3a8fb02f6f8e,1
100,0,100,0,FALSE,1,8bc53c486cba7fca5ffe4dd43976cbaac6bfb24acc95d23da5ad5bc0e0689a3e,1
35,2,1,32,FALSE,1,8c3f76c2e9ee36bffbbdd67dfbb67c5823051f42f4cd3f2ce47771e28973790b,1
100,0,100,0,FALSE,1,8c953a78a471f5ed443a422f015d19ae58ad382a4383825b3c375e861cf25c33,1
100,0,100,0,FALSE,1,8ca3475c4ea7f68cf9404ae41b3bcff001cc48e0ef4b0cb73ca9e1b7972e5a83,1
100,0,100,0,FALSE,1,8cf5d337ce3239c379a6f64b6018fb5bf2d39ef7f48d813c1c882f5a239703ce,1
100,0,100,0,FALSE,1,8cfb55087fa8e4c1e7bcc580d767cf2c884c1b8c890ad240c1e7009810af6736,1
